event_id,image_group_id,image_url_1,image_url_2,image_url_3,image_url_1_bbox,image_url_2_bbox,image_url_3_bbox,count,species_name,blank_image,bboxes,load_date
10,2012459,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012459_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012459_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012459_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012459_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012459_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012459_2C.jpeg,0,blank,TRUE,None,12/5/21
11,2012543,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012543_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012543_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012543_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012543_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012543_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012543_2C.jpeg,0,blank,TRUE,None,12/5/21
12,2012699,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012699_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012699_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2012699_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012699_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012699_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2012699_2C.jpeg,0,blank,TRUE,None,12/5/21
13,2013275,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013275_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013275_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013275_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013275_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013275_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013275_2C.jpeg,0,blank,TRUE,None,12/5/21
14,2013641,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013641_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013641_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2013641_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013641_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013641_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2013641_2C.jpeg,0,blank,TRUE,None,12/5/21
15,2014310,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014310_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014310_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014310_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014310_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014310_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014310_2C.jpeg,0,blank,TRUE,None,12/5/21
16,2014755,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014755_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014755_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2014755_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014755_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014755_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2014755_2C.jpeg,0,blank,TRUE,None,12/5/21
17,2015310,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2015310_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2015310_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2015310_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2015310_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2015310_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2015310_2C.jpeg,0,blank,TRUE,None,12/5/21
18,2017298,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017298_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017298_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017298_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017298_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017298_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017298_2C.jpeg,0,blank,TRUE,None,12/5/21
19,2017384,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017384_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017384_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017384_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017384_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017384_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017384_2C.jpeg,0,blank,TRUE,None,12/5/21
20,2017524,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017524_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017524_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017524_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017524_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017524_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017524_2C.jpeg,0,blank,TRUE,None,12/5/21
21,2017753,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017753_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017753_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2017753_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017753_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017753_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2017753_2C.jpeg,0,blank,TRUE,None,12/5/21
22,2019284,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019284_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019284_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019284_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019284_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019284_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019284_2C.jpeg,0,blank,TRUE,None,12/5/21
23,2019608,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019608_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019608_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019608_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019608_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019608_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019608_2C.jpeg,0,blank,TRUE,None,12/5/21
24,2019859,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019859_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019859_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019859_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019859_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019859_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019859_2C.jpeg,0,blank,TRUE,None,12/5/21
25,2019882,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019882_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019882_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2019882_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019882_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019882_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2019882_2C.jpeg,0,blank,TRUE,None,12/5/21
26,2020542,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2020542_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2020542_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2020542_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2020542_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2020542_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2020542_2C.jpeg,1,turkey,FALSE,"{'A': [['0.4925426030956141,0.6747158943338597,0.13423295876175437,0.13920454123824563']], 'B': [], 'C': [['0.5014204355721054,0.6541193118573685,0.15127837114421067,0.18039770619122816']]}",12/5/21
27,2021226,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021226_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021226_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021226_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021226_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021226_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021226_2C.jpeg,0,blank,TRUE,None,12/5/21
28,2021567,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021567_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021567_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2021567_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021567_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021567_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2021567_2C.jpeg,0,blank,TRUE,None,12/5/21
29,2025800,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2025800_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2025800_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2025800_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2025800_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2025800_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2025800_2C.jpeg,0,blank,TRUE,None,12/5/21
30,2026381,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2026381_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2026381_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2026381_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2026381_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2026381_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2026381_2C.jpeg,0,blank,TRUE,None,12/5/21
31,2027848,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2027848_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2027848_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2027848_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2027848_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2027848_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2027848_2C.jpeg,0,blank,TRUE,None,12/5/21
32,2028132,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028132_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028132_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028132_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028132_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028132_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028132_2C.jpeg,0,blank,TRUE,None,12/5/21
33,2028474,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028474_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028474_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2028474_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028474_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028474_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2028474_2C.jpeg,0,blank,TRUE,None,12/5/21
34,2029684,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2029684_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2029684_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2029684_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2029684_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2029684_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2029684_2C.jpeg,0,blank,TRUE,None,12/5/21
35,2030855,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030855_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030855_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030855_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030855_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030855_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030855_2C.jpeg,0,blank,TRUE,None,12/5/21
36,2030902,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030902_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030902_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2030902_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030902_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030902_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2030902_2C.jpeg,0,blank,TRUE,None,12/5/21
37,2031146,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031146_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031146_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031146_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031146_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031146_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031146_2C.jpeg,0,blank,TRUE,None,12/5/21
38,2031166,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031166_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031166_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031166_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031166_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031166_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031166_2C.jpeg,0,blank,TRUE,None,12/5/21
39,2031408,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031408_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031408_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2031408_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031408_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031408_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2031408_2C.jpeg,0,blank,TRUE,None,12/5/21
40,2032137,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032137_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032137_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032137_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032137_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032137_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032137_2C.jpeg,0,blank,TRUE,None,12/5/21
41,2032620,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032620_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032620_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032620_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032620_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032620_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032620_2C.jpeg,0,blank,TRUE,None,12/5/21
42,2032882,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032882_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032882_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2032882_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032882_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032882_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2032882_2C.jpeg,0,blank,TRUE,None,12/5/21
43,2033028,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2033028_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2033028_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2033028_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2033028_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2033028_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2033028_2C.jpeg,0,blank,TRUE,None,12/5/21
44,2035054,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2035054_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2035054_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/images/2035054_2C.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2035054_0A.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2035054_1B.jpeg,https://capstone-trails-cam.s3.us-west-2.amazonaws.com/project/bboximages/2035054_2C.jpeg,0,blank,TRUE,None,12/5/21
